show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,language,imdb_score,views_millions
s4878,Movie,Don't Look Up (51),Director_214,"Actor_55, Actor_318, Actor_389, Actor_349",Germany,2022-03-25,2022,TV-MA,106 min,Comedy,Norwegian,8.4,0.59
s4879,TV Show,The Irishman (51),Director_69,"Actor_362, Actor_266, Actor_377",United States,2021-02-25,2021,TV-14,1 Season,Documentary,English,6.8,1.55
s4880,Movie,Marriage Story (51),Director_259,"Actor_104, Actor_171, Actor_462, Actor_202, Actor_26",Brazil,2021-11-28,2021,R,101 min,Animation,English,7.2,12.98
s4881,Movie,Roma (51),Director_106,"Actor_283, Actor_107, Actor_344",United Kingdom,2017-11-06,2017,TV-MA,71 min,Comedy,Korean,6.1,1.19
s4882,TV Show,Mank (51),Director_24,"Actor_420, Actor_29, Actor_480, Actor_478, Actor_343",Spain,2023-01-01,2023,TV-14,3 Seasons,Comedy,Japanese,6.7,0.79
s4883,TV Show,Power (51),Director_250,"Actor_219, Actor_307, Actor_311, Actor_299, Actor_491",India,2021-02-01,2021,R,1 Season,Animation,German,6.9,0.8
s4884,TV Show,Narcos: Mexico (51),Director_101,"Actor_485, Actor_27, Actor_300, Actor_15, Actor_101",United States,2023-07-05,2023,TV-MA,3 Seasons,Horror,German,7.2,0.14
s4885,TV Show,Ozark (51),Director_79,"Actor_324, Actor_380, Actor_30, Actor_423, Actor_189",Australia,2017-03-16,2017,PG,3 Seasons,Romance,English,5.6,2.24
s4886,TV Show,Elite (51),Director_202,"Actor_244, Actor_109",Germany,2015-07-28,2015,TV-MA,2 Seasons,Documentary,French,5.5,1.01
s4887,TV Show,Money Heist: Korea (51),Director_217,"Actor_281, Actor_49, Actor_149",United States,2020-04-09,2020,TV-MA,4 Seasons,Drama,Spanish,8.4,0.44
s4888,Movie,All of Us Are Dead (51),Director_97,"Actor_435, Actor_219, Actor_350, Actor_98, Actor_169",South Korea,2021-10-26,2021,PG-13,109 min,Thriller,English,6.1,0.94
s4889,TV Show,Hellbound (51),Director_266,"Actor_78, Actor_154, Actor_449, Actor_237",United States,2019-12-27,2019,TV-14,3 Seasons,Animation,Norwegian,4.7,6.41
s4890,Movie,Kingdom (51),Director_197,"Actor_346, Actor_323, Actor_397, Actor_356, Actor_392",Germany,2020-02-23,2020,PG,122 min,Drama,French,6.1,2.35
s4891,TV Show,Sweet Home (51),Director_161,"Actor_357, Actor_328",India,2020-09-12,2020,R,6 Seasons,Crime,German,6.4,1.47
s4892,TV Show,Hospital Playlist (51),Director_254,"Actor_336, Actor_4",United States,2018-05-16,2018,PG-13,6 Seasons,Crime,Spanish,5.5,21.82
s4893,TV Show,Reply 1988 (51),Director_276,"Actor_263, Actor_338",Spain,2019-03-07,2019,TV-MA,2 Seasons,Crime,English,8.3,2.39
s4894,Movie,Signal (51),Director_289,"Actor_20, Actor_418, Actor_136, Actor_37, Actor_93",Brazil,2022-06-03,2022,NR,94 min,Thriller,English,5.5,3.24
s4895,Movie,My Mister (51),Director_256,"Actor_322, Actor_471",United States,2019-01-21,2019,TV-MA,108 min,Romance,English,5.5,34.02
s4896,Movie,Crash Landing on You (51),Director_268,"Actor_233, Actor_238, Actor_166",United Kingdom,2021-09-26,2021,PG-13,111 min,Animation,English,7.7,18.79
s4897,TV Show,Lupin Part 2 (51),Director_23,"Actor_441, Actor_218, Actor_46, Actor_310",Germany,2016-01-06,2016,TV-MA,5 Seasons,Comedy,English,8.4,1.2
s4898,TV Show,Call My Agent (51),Director_283,"Actor_88, Actor_487, Actor_261",South Korea,2022-04-15,2022,TV-MA,4 Seasons,Documentary,English,6.8,1.18
s4899,TV Show,The Bureau (51),Director_156,"Actor_145, Actor_101, Actor_242, Actor_494, Actor_391",United Kingdom,2021-01-05,2021,TV-MA,2 Seasons,Comedy,Italian,6.8,0.34
s4900,TV Show,Marseille (51),Director_45,"Actor_247, Actor_298, Actor_194",United States,2015-04-10,2015,TV-14,2 Seasons,Reality,French,5.5,0.99
s4901,Movie,Plan Coeur (51),Director_18,"Actor_350, Actor_381, Actor_104, Actor_356, Actor_244",France,2019-03-25,2019,PG,114 min,Reality,Korean,5.4,25.96
s4902,Movie,Mortel (51),Director_228,"Actor_468, Actor_438, Actor_416",India,2020-01-10,2020,PG-13,109 min,Action,English,7.4,1.28
s4903,TV Show,Laetitia (51),Director_150,"Actor_223, Actor_333, Actor_190, Actor_395",Japan,2021-11-10,2021,TV-MA,6 Seasons,Romance,Spanish,7.1,0.27
s4904,TV Show,Into the Night (51),Director_154,"Actor_396, Actor_44, Actor_357",South Korea,2021-01-03,2021,TV-MA,4 Seasons,Horror,French,7.2,4.86
s4905,Movie,Dix Pour Cent (51),Director_137,"Actor_484, Actor_85, Actor_223, Actor_84",United States,2021-06-15,2021,PG-13,139 min,Animation,Spanish,8.2,1.65
s4906,TV Show,Barbarians (51),Director_76,"Actor_297, Actor_198, Actor_484, Actor_337, Actor_62",United Kingdom,2021-04-16,2021,PG-13,1 Season,Animation,English,5.8,0.2
s4907,Movie,How to Sell Drugs Online (51),Director_26,"Actor_171, Actor_432, Actor_217",Spain,2021-09-13,2021,R,99 min,Crime,French,8.8,9.76
s4908,TV Show,Biohackers (51),Director_32,"Actor_37, Actor_161, Actor_338, Actor_208",India,2022-12-14,2022,R,6 Seasons,Horror,Italian,7.5,6.62
s4909,TV Show,Dark Desire (51),Director_82,"Actor_319, Actor_274, Actor_332, Actor_311, Actor_278",Australia,2020-01-09,2020,R,4 Seasons,Animation,French,6.1,2.26
s4910,TV Show,Who Killed Sara (51),Director_276,"Actor_1, Actor_65, Actor_394",Brazil,2018-11-07,2018,PG-13,2 Seasons,Crime,Hindi,8.7,1.19
s4911,Movie,Control Z (51),Director_125,"Actor_309, Actor_387, Actor_284",United States,2021-11-14,2021,TV-14,134 min,Action,English,6.8,1.52
s4912,TV Show,Club de Cuervos (51),Director_117,"Actor_482, Actor_279",Spain,2017-08-23,2017,NR,5 Seasons,Documentary,French,6.5,2.12
s4913,TV Show,Selena: The Series (51),Director_157,"Actor_280, Actor_465, Actor_65",United States,2020-08-02,2020,TV-14,7 Seasons,Action,English,8.3,8.35
s4914,Movie,The House of Flowers (51),Director_237,"Actor_39, Actor_258, Actor_103",Italy,2020-07-13,2020,PG-13,107 min,Action,Spanish,7.1,1.29
s4915,TV Show,Monarca (51),Director_62,"Actor_74, Actor_278, Actor_446, Actor_460, Actor_20",United States,2021-06-16,2021,R,6 Seasons,Sci-Fi,English,6.7,0.15
s4916,Movie,Holy Family (51),Director_265,"Actor_172, Actor_248, Actor_286, Actor_129, Actor_459",Spain,2023-06-13,2023,PG-13,98 min,Reality,Hindi,7.4,0.65
s4917,TV Show,Toy Boy (51),Director_123,"Actor_475, Actor_36, Actor_361",United States,2022-05-03,2022,G,5 Seasons,Animation,English,6.9,1.05
s4918,TV Show,White Lines (51),Director_171,"Actor_132, Actor_454, Actor_199, Actor_322",France,2020-07-06,2020,TV-14,7 Seasons,Fantasy,Spanish,6.1,0.63
s4919,TV Show,Cable Girls (51),Director_43,"Actor_23, Actor_238, Actor_399",United States,2019-02-27,2019,TV-MA,6 Seasons,Crime,Korean,4.6,12.45
s4920,Movie,Alta Mar (51),Director_206,"Actor_85, Actor_24",France,2020-10-11,2020,TV-14,122 min,Sci-Fi,Spanish,5.9,10.97
s4921,TV Show,Valeria (51),Director_53,"Actor_185, Actor_378",Germany,2021-10-18,2021,PG,3 Seasons,Comedy,English,6.5,1.88
s4922,TV Show,La Casa de las Flores (51),Director_290,"Actor_212, Actor_181, Actor_147, Actor_422",Italy,2022-01-09,2022,G,7 Seasons,Fantasy,English,5.5,2.59
s4923,TV Show,Suburra (51),Director_178,"Actor_459, Actor_140, Actor_470, Actor_357",United States,2021-05-06,2021,PG-13,5 Seasons,Romance,Spanish,8.9,0.32
s4924,Movie,Baby (51),Director_17,"Actor_298, Actor_195, Actor_349, Actor_449",United Kingdom,2021-07-28,2021,TV-MA,118 min,Fantasy,French,7.3,0.93
s4925,Movie,Zero (51),Director_278,"Actor_245, Actor_477",Brazil,2016-12-07,2016,NR,86 min,Action,French,7.8,0.34
s4926,Movie,Luna Nera (51),Director_122,"Actor_251, Actor_422, Actor_389, Actor_185",United Kingdom,2020-09-14,2020,TV-14,99 min,Horror,French,5.6,1.95
s4927,Movie,Summertime (51),Director_245,"Actor_338, Actor_405, Actor_110, Actor_179",France,2022-09-17,2022,TV-MA,94 min,Sci-Fi,English,7.5,0.52
s4928,Movie,Club de Cuervos S2 (51),Director_160,"Actor_166, Actor_40, Actor_422, Actor_275, Actor_73",United States,2021-08-08,2021,TV-14,77 min,Sci-Fi,Norwegian,6.5,3.04
s4929,Movie,The Protector (51),Director_144,"Actor_51, Actor_9",United States,2017-12-14,2017,R,137 min,Documentary,English,7.5,0.65
s4930,Movie,Atiye (51),Director_200,"Actor_246, Actor_80, Actor_400, Actor_429",Canada,2019-12-19,2019,TV-MA,137 min,Romance,English,7.9,0.22
s4931,Movie,Fatma (51),Director_73,"Actor_110, Actor_204, Actor_7, Actor_265",United Kingdom,2023-12-22,2023,TV-MA,134 min,Romance,Italian,6.6,33.18
s4932,TV Show,Ethos (51),Director_215,"Actor_65, Actor_432, Actor_467, Actor_220, Actor_76",United States,2021-10-24,2021,TV-14,7 Seasons,Drama,Spanish,6.1,0.06
s4933,Movie,Sisi (51),Director_48,"Actor_351, Actor_363, Actor_232, Actor_283, Actor_253",United States,2021-07-12,2021,R,109 min,Horror,Spanish,6.5,0.02
s4934,TV Show,Barbarians S2 (51),Director_77,"Actor_362, Actor_249, Actor_67, Actor_20",United Kingdom,2023-09-03,2023,TV-MA,6 Seasons,Comedy,English,5.7,0.6
s4935,TV Show,Quicksand (51),Director_119,"Actor_80, Actor_115, Actor_338, Actor_323",United Kingdom,2021-11-07,2021,TV-MA,7 Seasons,Comedy,English,4.7,3.32
s4936,Movie,Lilyhammer (51),Director_132,"Actor_72, Actor_292",Norway,2017-06-20,2017,TV-MA,85 min,Horror,Italian,7.7,0.36
s4937,TV Show,Norsemen (51),Director_189,"Actor_470, Actor_173, Actor_348, Actor_55",United States,2020-08-28,2020,PG,2 Seasons,Sci-Fi,English,7.4,0.42
s4938,Movie,Home for Christmas (51),Director_242,"Actor_320, Actor_464",Mexico,2017-04-25,2017,TV-14,122 min,Fantasy,Norwegian,4.2,0.18
s4939,TV Show,Ragnarok (51),Director_184,"Actor_389, Actor_270, Actor_350",United Kingdom,2015-08-02,2015,TV-14,6 Seasons,Horror,French,6.1,5.75
s4940,TV Show,Beforeigners (51),Director_269,"Actor_310, Actor_250, Actor_402, Actor_61",United States,2020-11-18,2020,TV-MA,6 Seasons,Horror,English,7.9,0.04
s4941,Movie,Stranger Things (52),Director_114,"Actor_211, Actor_162, Actor_190",United States,2021-02-19,2021,R,108 min,Crime,German,6.8,0.35
s4942,TV Show,Ozark (52),Director_180,"Actor_304, Actor_162, Actor_154, Actor_225",United Kingdom,2020-01-22,2020,TV-MA,1 Season,Reality,English,6.2,0.13
s4943,TV Show,The Crown (52),Director_24,"Actor_183, Actor_360, Actor_346",Norway,2018-06-16,2018,TV-MA,7 Seasons,Drama,Korean,6.4,0.35
s4944,Movie,Bridgerton (52),Director_143,"Actor_340, Actor_156",United States,2022-12-06,2022,PG-13,128 min,Crime,Korean,3.5,0.23
s4945,TV Show,Squid Game (52),Director_274,"Actor_327, Actor_85, Actor_51, Actor_206, Actor_148",Japan,2021-01-20,2021,PG,1 Season,Fantasy,English,6.9,0.98
s4946,Movie,Money Heist (52),Director_89,"Actor_171, Actor_209",United States,2018-07-25,2018,PG-13,109 min,Horror,English,5.7,5.28
s4947,TV Show,Dark (52),Director_137,"Actor_314, Actor_110, Actor_9, Actor_359",France,2022-08-01,2022,TV-MA,7 Seasons,Horror,German,7.2,1.91
s4948,TV Show,Lupin (52),Director_92,"Actor_296, Actor_297, Actor_245, Actor_93",United Kingdom,2021-04-08,2021,TV-14,3 Seasons,Drama,French,7.3,4.94
s4949,TV Show,Emily in Paris (52),Director_196,"Actor_398, Actor_255",United States,2022-07-16,2022,TV-14,7 Seasons,Action,Korean,5.8,0.31
s4950,TV Show,Narcos (52),Director_180,"Actor_355, Actor_335, Actor_51, Actor_406",Spain,2022-04-02,2022,TV-14,3 Seasons,Comedy,English,6.4,3.0
s4951,TV Show,Mindhunter (52),Director_212,"Actor_212, Actor_14, Actor_217, Actor_91",India,2021-02-20,2021,TV-14,5 Seasons,Romance,English,8.8,0.26
s4952,TV Show,Witcher (52),Director_59,"Actor_34, Actor_272, Actor_96",United States,2018-07-19,2018,G,6 Seasons,Reality,Japanese,7.7,1.88
s4953,TV Show,Cobra Kai (52),Director_242,"Actor_363, Actor_237, Actor_153, Actor_200, Actor_172",South Korea,2022-10-20,2022,TV-MA,2 Seasons,Documentary,Spanish,6.6,2.43
s4954,Movie,Sex Education (52),Director_174,"Actor_46, Actor_68",South Korea,2019-10-27,2019,G,97 min,Documentary,English,7.5,1.57
s4955,TV Show,You (52),Director_280,"Actor_359, Actor_450",Australia,2018-03-08,2018,TV-MA,3 Seasons,Comedy,Portuguese,7.9,0.43
s4956,Movie,Tiger King (52),Director_294,"Actor_491, Actor_296, Actor_198, Actor_183, Actor_399",France,2020-01-08,2020,NR,113 min,Documentary,English,6.6,1.89
s4957,TV Show,Making a Murderer (52),Director_6,"Actor_76, Actor_50, Actor_182, Actor_43, Actor_34",United States,2020-06-08,2020,PG-13,4 Seasons,Sci-Fi,English,5.2,0.8
s4958,TV Show,Conversations with a Killer (52),Director_84,"Actor_36, Actor_342, Actor_224",United States,2021-12-08,2021,R,3 Seasons,Fantasy,Norwegian,8.0,0.42
s4959,Movie,Our Planet (52),Director_1,"Actor_446, Actor_113, Actor_264, Actor_198",Turkey,2020-08-10,2020,TV-14,108 min,Romance,English,5.6,8.82
s4960,TV Show,Blue Planet II (52),Director_181,"Actor_125, Actor_18",United States,2019-02-20,2019,R,2 Seasons,Romance,Hindi,4.6,2.33
s4961,TV Show,Abstract (52),Director_31,"Actor_367, Actor_154, Actor_173",Mexico,2021-06-15,2021,R,6 Seasons,Sci-Fi,English,8.8,9.87
s4962,Movie,Chef's Table (52),Director_232,"Actor_211, Actor_231, Actor_484, Actor_328, Actor_106",United States,2020-12-24,2020,TV-14,60 min,Romance,Turkish,7.2,2.95
s4963,TV Show,Formula 1: Drive to Survive (52),Director_94,"Actor_91, Actor_8",Japan,2021-05-15,2021,NR,6 Seasons,Thriller,French,7.6,2.62
s4964,TV Show,Last Chance U (52),Director_117,"Actor_151, Actor_323, Actor_303, Actor_50, Actor_402",France,2022-12-17,2022,R,7 Seasons,Crime,Italian,5.4,2.67
s4965,TV Show,American Factory (52),Director_257,"Actor_198, Actor_409, Actor_288, Actor_165",South Korea,2016-02-27,2016,TV-MA,6 Seasons,Fantasy,English,6.9,1.09
s4966,TV Show,Icarus (52),Director_288,"Actor_226, Actor_131, Actor_418, Actor_327",United States,2023-06-07,2023,R,6 Seasons,Reality,German,6.2,6.32
s4967,TV Show,My Octopus Teacher (52),Director_81,"Actor_339, Actor_157",France,2018-12-13,2018,TV-MA,4 Seasons,Documentary,English,7.3,126.33
s4968,TV Show,The Tinder Swindler (52),Director_68,"Actor_453, Actor_11",United States,2021-12-25,2021,TV-MA,5 Seasons,Crime,Spanish,8.0,0.95
s4969,TV Show,Bird Box (52),Director_24,"Actor_378, Actor_474, Actor_245",France,2020-03-15,2020,TV-14,4 Seasons,Action,Spanish,5.4,1.83
s4970,TV Show,Extraction (52),Director_30,"Actor_122, Actor_331",Spain,2020-09-09,2020,PG-13,5 Seasons,Romance,English,6.9,6.37
s4971,TV Show,Red Notice (52),Director_127,"Actor_202, Actor_336, Actor_57",United States,2021-06-24,2021,TV-14,6 Seasons,Comedy,English,5.2,10.75
s4972,Movie,The Gray Man (52),Director_103,"Actor_202, Actor_184, Actor_277",United States,2022-07-08,2022,R,152 min,Drama,English,7.5,2.53
s4973,Movie,Don't Look Up (52),Director_54,"Actor_396, Actor_360, Actor_284, Actor_434",United States,2021-08-14,2021,TV-MA,133 min,Fantasy,Japanese,7.1,0.01
s4974,Movie,The Irishman (52),Director_282,"Actor_289, Actor_296, Actor_34",United Kingdom,2020-04-21,2020,G,146 min,Comedy,English,4.5,34.15
s4975,Movie,Marriage Story (52),Director_171,"Actor_87, Actor_138, Actor_407, Actor_230, Actor_408",South Korea,2019-10-27,2019,TV-14,113 min,Animation,Korean,5.0,0.31
s4976,Movie,Roma (52),Director_182,"Actor_379, Actor_239, Actor_495, Actor_2, Actor_180",Mexico,2016-04-12,2016,TV-MA,96 min,Romance,Spanish,8.3,4.65
s4977,Movie,Mank (52),Director_237,"Actor_358, Actor_99",India,2020-06-13,2020,R,108 min,Drama,English,9.0,0.46
s4978,TV Show,Power (52),Director_151,"Actor_211, Actor_322, Actor_448",Italy,2019-08-02,2019,TV-MA,5 Seasons,Crime,Italian,8.3,3.11
s4979,Movie,Narcos: Mexico (52),Director_118,"Actor_20, Actor_480, Actor_47, Actor_34",United Kingdom,2021-12-24,2021,TV-MA,138 min,Horror,Japanese,4.3,5.37
s4980,TV Show,Ozark (52),Director_191,"Actor_227, Actor_439, Actor_102, Actor_87",South Korea,2021-04-04,2021,TV-14,7 Seasons,Reality,English,7.0,0.42
s4981,TV Show,Elite (52),Director_240,"Actor_86, Actor_327, Actor_90",United States,2023-11-22,2023,NR,3 Seasons,Sci-Fi,Hindi,7.3,0.96
s4982,TV Show,Money Heist: Korea (52),Director_40,"Actor_12, Actor_42, Actor_150, Actor_103, Actor_133",Japan,2020-07-26,2020,PG-13,7 Seasons,Thriller,German,6.7,3.01
s4983,TV Show,All of Us Are Dead (52),Director_90,"Actor_99, Actor_475, Actor_47",France,2019-12-02,2019,R,6 Seasons,Drama,German,7.5,7.73
s4984,TV Show,Hellbound (52),Director_226,"Actor_9, Actor_416",South Korea,2017-01-23,2017,TV-14,6 Seasons,Documentary,Spanish,7.9,1.28
s4985,Movie,Kingdom (52),Director_96,"Actor_120, Actor_477, Actor_319",France,2019-10-15,2019,R,101 min,Drama,English,4.3,5.29
s4986,TV Show,Sweet Home (52),Director_84,"Actor_50, Actor_149",United Kingdom,2021-03-27,2021,PG-13,1 Season,Action,Portuguese,6.5,2.96
s4987,TV Show,Hospital Playlist (52),Director_259,"Actor_96, Actor_398, Actor_72",Brazil,2019-08-09,2019,TV-MA,3 Seasons,Documentary,English,6.4,4.56
s4988,Movie,Reply 1988 (52),Director_295,"Actor_331, Actor_250, Actor_27, Actor_258",United States,2015-08-10,2015,PG-13,142 min,Drama,German,5.5,1.99
s4989,TV Show,Signal (52),Director_122,"Actor_119, Actor_417, Actor_278, Actor_443, Actor_235",Turkey,2020-05-28,2020,TV-14,4 Seasons,Crime,Korean,6.8,0.96
s4990,TV Show,My Mister (52),Director_107,"Actor_455, Actor_311, Actor_133, Actor_175",Italy,2017-08-05,2017,PG-13,2 Seasons,Fantasy,English,8.1,2.78
s4991,Movie,Crash Landing on You (52),Director_272,"Actor_368, Actor_174, Actor_268, Actor_61, Actor_236",Germany,2022-11-22,2022,TV-MA,84 min,Crime,Japanese,6.9,2.06
s4992,Movie,Lupin Part 2 (52),Director_111,"Actor_291, Actor_117, Actor_493",India,2020-01-14,2020,TV-14,133 min,Comedy,German,5.5,1.24
s4993,Movie,Call My Agent (52),Director_99,"Actor_252, Actor_26",South Korea,2023-11-26,2023,R,121 min,Crime,Italian,6.9,0.01
s4994,TV Show,The Bureau (52),Director_197,"Actor_311, Actor_83",Mexico,2021-08-08,2021,NR,6 Seasons,Romance,English,7.7,7.85
s4995,TV Show,Marseille (52),Director_158,"Actor_306, Actor_419",Spain,2020-04-27,2020,G,1 Season,Thriller,English,7.4,0.3
s4996,TV Show,Plan Coeur (52),Director_213,"Actor_203, Actor_280",United States,2019-10-14,2019,PG-13,3 Seasons,Reality,English,4.3,0.04
s4997,TV Show,Mortel (52),Director_18,"Actor_62, Actor_401",Canada,2022-11-16,2022,PG-13,3 Seasons,Reality,English,8.4,5.81
s4998,Movie,Laetitia (52),Director_239,"Actor_124, Actor_45",United Kingdom,2016-06-05,2016,TV-MA,135 min,Romance,English,4.7,1.4
s4999,Movie,Into the Night (52),Director_24,"Actor_181, Actor_311, Actor_291",Turkey,2021-02-27,2021,TV-14,60 min,Romance,Korean,6.7,1.3
s5000,Movie,Dix Pour Cent (52),Director_109,"Actor_376, Actor_409, Actor_316, Actor_439",Turkey,2020-10-17,2020,R,82 min,Crime,English,6.1,0.75
s5001,TV Show,Barbarians (52),Director_70,"Actor_242, Actor_462, Actor_135, Actor_190",United Kingdom,2021-12-17,2021,TV-MA,3 Seasons,Action,English,5.1,0.42
s5002,TV Show,How to Sell Drugs Online (52),Director_119,"Actor_405, Actor_294, Actor_60, Actor_121, Actor_416",United Kingdom,2020-07-19,2020,PG,1 Season,Fantasy,Norwegian,6.9,2.04
s5003,TV Show,Biohackers (52),Director_177,"Actor_126, Actor_206, Actor_51, Actor_498, Actor_43",United Kingdom,2021-06-02,2021,R,7 Seasons,Animation,Italian,5.2,1.37
s5004,Movie,Dark Desire (52),Director_189,"Actor_260, Actor_237, Actor_403",United States,2022-08-25,2022,PG,104 min,Comedy,Korean,5.4,0.87
s5005,Movie,Who Killed Sara (52),Director_16,"Actor_364, Actor_105, Actor_426, Actor_481",United States,2019-05-08,2019,NR,101 min,Fantasy,Italian,8.1,1.46
s5006,TV Show,Control Z (52),Director_263,"Actor_294, Actor_287, Actor_313, Actor_141",South Korea,2020-07-13,2020,R,5 Seasons,Animation,German,6.1,31.36
s5007,Movie,Club de Cuervos (52),Director_250,"Actor_197, Actor_209, Actor_368",United States,2018-05-15,2018,TV-14,122 min,Horror,Norwegian,5.8,1.56
s5008,Movie,Selena: The Series (52),Director_291,"Actor_408, Actor_417, Actor_215, Actor_323",Spain,2016-04-19,2016,TV-MA,86 min,Fantasy,Italian,7.7,3.34
s5009,TV Show,The House of Flowers (52),Director_276,"Actor_48, Actor_267, Actor_196, Actor_130, Actor_134",Japan,2017-11-26,2017,PG-13,5 Seasons,Animation,Portuguese,7.3,3.46
s5010,TV Show,Monarca (52),Director_124,"Actor_12, Actor_319, Actor_218, Actor_375, Actor_208",Germany,2020-11-03,2020,PG,3 Seasons,Romance,Japanese,8.7,3.31
s5011,TV Show,Holy Family (52),Director_106,"Actor_1, Actor_291, Actor_386",Germany,2019-12-25,2019,R,2 Seasons,Horror,English,6.2,1.64
s5012,TV Show,Toy Boy (52),Director_182,"Actor_198, Actor_69",Spain,2023-09-21,2023,R,6 Seasons,Thriller,English,8.1,0.12
s5013,TV Show,White Lines (52),Director_250,"Actor_15, Actor_181, Actor_495, Actor_450",United Kingdom,2020-07-01,2020,TV-MA,6 Seasons,Thriller,French,4.5,9.6
s5014,TV Show,Cable Girls (52),Director_44,"Actor_481, Actor_363, Actor_354, Actor_112",Spain,2020-02-11,2020,TV-14,5 Seasons,Romance,Italian,6.9,5.19
s5015,TV Show,Alta Mar (52),Director_264,"Actor_257, Actor_14",United States,2021-08-28,2021,PG-13,7 Seasons,Documentary,Hindi,7.4,1.87
s5016,Movie,Valeria (52),Director_235,"Actor_206, Actor_27, Actor_46, Actor_110, Actor_445",India,2020-12-27,2020,R,127 min,Romance,Portuguese,6.9,1.25
s5017,Movie,La Casa de las Flores (52),Director_112,"Actor_420, Actor_396, Actor_431",India,2019-08-15,2019,TV-MA,60 min,Animation,English,6.4,0.68
s5018,Movie,Suburra (52),Director_181,"Actor_300, Actor_128, Actor_432, Actor_307, Actor_329",United States,2021-08-27,2021,R,149 min,Romance,English,6.6,0.35
s5019,TV Show,Baby (52),Director_115,"Actor_351, Actor_300, Actor_249",South Korea,2023-09-06,2023,PG-13,7 Seasons,Thriller,Spanish,6.2,5.01
s5020,TV Show,Zero (52),Director_79,"Actor_321, Actor_219, Actor_386, Actor_312",Brazil,2020-01-12,2020,TV-MA,7 Seasons,Animation,German,5.7,0.28
s5021,Movie,Luna Nera (52),Director_273,"Actor_285, Actor_27",Japan,2021-12-14,2021,R,141 min,Documentary,Spanish,7.7,0.38
s5022,Movie,Summertime (52),Director_199,"Actor_365, Actor_133, Actor_376",United Kingdom,2020-04-25,2020,PG-13,80 min,Animation,French,4.9,1.86
s5023,TV Show,Club de Cuervos S2 (52),Director_73,"Actor_414, Actor_444, Actor_304, Actor_478, Actor_445",United States,2022-08-15,2022,PG-13,5 Seasons,Animation,German,5.6,0.06
s5024,TV Show,The Protector (52),Director_9,"Actor_83, Actor_413, Actor_7, Actor_427",Canada,2021-02-07,2021,PG-13,2 Seasons,Reality,French,7.7,1.67
s5025,TV Show,Atiye (52),Director_36,"Actor_414, Actor_444",Spain,2019-06-25,2019,PG-13,4 Seasons,Romance,Spanish,5.9,8.88
s5026,TV Show,Fatma (52),Director_219,"Actor_337, Actor_28, Actor_153",Australia,2015-08-15,2015,G,5 Seasons,Romance,English,4.7,5.75
s5027,TV Show,Ethos (52),Director_253,"Actor_233, Actor_490, Actor_367, Actor_242, Actor_296",United States,2021-11-15,2021,R,2 Seasons,Animation,English,6.0,0.85
s5028,TV Show,Sisi (52),Director_256,"Actor_285, Actor_408",United States,2019-03-11,2019,PG-13,2 Seasons,Comedy,English,6.9,1.09
s5029,Movie,Barbarians S2 (52),Director_139,"Actor_378, Actor_361, Actor_284, Actor_426",Spain,2018-04-07,2018,TV-14,97 min,Documentary,Spanish,7.5,9.77
s5030,TV Show,Quicksand (52),Director_253,"Actor_387, Actor_78, Actor_351, Actor_472",Canada,2015-12-14,2015,TV-MA,2 Seasons,Thriller,English,6.4,0.21
s5031,TV Show,Lilyhammer (52),Director_67,"Actor_386, Actor_289, Actor_199",United States,2022-06-20,2022,TV-MA,3 Seasons,Drama,English,5.8,0.71
s5032,TV Show,Norsemen (52),Director_227,"Actor_20, Actor_475, Actor_97, Actor_89",Japan,2023-05-06,2023,TV-MA,4 Seasons,Crime,French,7.5,4.32
s5033,Movie,Home for Christmas (52),Director_90,"Actor_201, Actor_247, Actor_202, Actor_400",United Kingdom,2023-09-07,2023,PG-13,88 min,Drama,English,7.2,1.22
s5034,TV Show,Ragnarok (52),Director_273,"Actor_202, Actor_248, Actor_80",United States,2022-03-12,2022,PG-13,1 Season,Crime,Spanish,7.4,77.94
s5035,Movie,Beforeigners (52),Director_214,"Actor_205, Actor_314",South Korea,2017-07-09,2017,TV-14,83 min,Sci-Fi,Spanish,8.0,18.42
s5036,Movie,Stranger Things (53),Director_58,"Actor_139, Actor_116, Actor_83",France,2015-03-12,2015,TV-MA,132 min,Fantasy,English,8.2,0.52
s5037,TV Show,Ozark (53),Director_239,"Actor_421, Actor_216, Actor_172, Actor_205",Canada,2019-07-12,2019,TV-MA,6 Seasons,Crime,English,6.1,0.86
s5038,TV Show,The Crown (53),Director_91,"Actor_234, Actor_406, Actor_25, Actor_233, Actor_177",India,2020-05-09,2020,TV-MA,2 Seasons,Reality,French,6.2,0.6
s5039,TV Show,Bridgerton (53),Director_66,"Actor_238, Actor_494",France,2017-07-05,2017,PG-13,3 Seasons,Sci-Fi,Korean,6.8,0.18
s5040,Movie,Squid Game (53),Director_229,"Actor_149, Actor_400, Actor_432, Actor_293",Japan,2020-10-15,2020,TV-MA,114 min,Sci-Fi,Spanish,6.6,2.11
s5041,TV Show,Money Heist (53),Director_234,"Actor_179, Actor_139, Actor_144, Actor_153, Actor_362",United Kingdom,2021-02-10,2021,TV-14,6 Seasons,Horror,English,6.0,0.15
s5042,Movie,Dark (53),Director_84,"Actor_200, Actor_303, Actor_173",United States,2016-09-03,2016,TV-MA,101 min,Documentary,English,4.0,0.03
